ID	WC_TA	RE_TA	EBIT_TA	MVE_BVTD	S_TA	Industry	Rating
64705	0.268	0.265	0.068	0.76	0.165	12	BBB
69277	0.061	0.282	0.056	1.415	0.288	12	BBB
35494	0.138	0.192	0.052	1.452	0.196	7	BBB
70586	0.167	0.14	0.051	0.525	0.16	9	BB
73462	-0.003	0.175	0.038	1.448	0.348	5	BBB
73505	0.067	0.307	0.05	3.164	0.421	3	AA
42718	0.042	0.016	0.045	0.489	0.145	7	BB
52441	0.094	0.147	0.044	0.678	0.253	6	BBB
48201	0.038	0.477	0.046	9.387	0.818	2	AAA
70176	0.067	0.163	0.042	1.397	0.302	2	BBB
73911	-0.635	-2.368	-0.259	0.182	0.156	9	CCC
53067	0.199	0.126	0.056	0.56	0.206	12	BB
35568	0.037	0.053	0.038	0.668	0.178	12	BBB
35150	0.293	0.59	0.077	4.946	0.551	2	AAA
54991	0.113	0.197	0.057	0.855	0.17	10	BB
79847	-0.029	-0.125	0.031	0.289	0.14	9	BB
53130	0.11	0.161	0.053	0.515	0.202	10	BB
57505	0.306	0.332	0.069	0.818	0.201	3	BBB
66990	0.211	0.472	0.06	4.628	0.736	9	AAA
34463	0.191	0.31	0.055	1.363	0.216	10	BBB
61749	-0.167	-1.085	0.012	0.074	0.081	7	CCC
65238	0.275	0.223	0.061	1.059	0.187	10	BBB
51268	0.025	0.15	0.041	0.907	0.271	9	BB
51128	0.344	0.435	0.067	1.479	0.181	12	A
54506	0.119	0.187	0.047	1.088	0.261	4	BB
80721	0.099	0.145	0.053	0.636	0.131	10	BB
32554	0.12	0.232	0.046	1.342	0.286	6	BBB
48735	0.102	0.007	0.05	0.289	0.148	8	BB
78980	0.018	0.642	0.016	13.559	1.074	5	AAA
51966	0.337	0.249	0.079	0.607	0.11	2	BBB
39086	0.039	0.135	0.047	1.025	0.272	9	BBB
72071	0.052	0.127	0.045	1.125	0.252	2	BB
52562	-0.041	-0.158	0.023	0.551	0.129	4	BB
51584	0.05	0.308	0.044	3.209	0.523	10	AA
53817	0.169	0.335	0.057	1.613	0.27	8	A
53482	0.153	0.337	0.053	3.202	0.525	11	AA
34513	0.001	-0.01	0.033	0.317	0.131	5	BB
82287	0.08	-0.04	0.036	0.31	0.114	1	B
67765	0.027	-0.078	0.033	0.308	0.16	5	BB
54462	0.321	0.573	0.067	4.108	0.553	4	AAA
54942	-0.004	0.051	0.03	0.652	0.198	10	BBB
33852	0.24	0.4	0.064	3.258	0.563	5	AAA
40705	0.182	0.332	0.062	2.293	0.418	11	AA
77676	0.252	0.171	0.066	0.425	0.115	11	BB
59681	0.258	0.704	0.073	5.674	0.497	12	AAA
61657	0.114	0.153	0.058	0.661	0.132	7	BB
81335	0.031	0.107	0.042	0.839	0.258	10	BBB
59299	-0.088	0.159	0.008	4.832	0.995	3	AAA
42217	0.213	0.071	0.053	0.446	0.203	2	BB
75773	0.172	0.271	0.073	0.635	0.213	3	BBB
70502	0.041	0.203	0.039	1.307	0.331	6	BBB
48205	0.212	0.437	0.059	3.94	0.516	4	AAA
55011	0.061	0.312	0.045	2.251	0.442	9	A
59924	0.15	0.232	0.059	1.239	0.249	9	BBB
43412	0.847	1.772	0.21	119.045	7.032	11	AAA
47354	0.133	0.354	0.055	2.468	0.408	1	AA
61739	-0.12	-0.03	0.011	1.321	0.367	1	BBB
37884	0.029	-0.136	0.032	0.209	0.095	6	B
62042	0.127	0.225	0.043	2.518	0.332	7	A
55883	0.401	0.422	0.084	1.978	0.223	6	AA
71307	0.025	-0.007	0.04	0.124	0.078	6	BB
61136	0.465	0.684	0.09	4.547	0.65	1	AAA
74367	0.165	0.055	0.042	0.229	0.115	11	BB
43128	0.022	0.01	0.044	0.602	0.144	6	BBB
34310	0.328	0.347	0.073	1.201	0.215	10	BBB
57544	-0.014	0.203	0.035	2.962	0.667	11	AA
72524	0.107	0.204	0.045	0.987	0.293	7	BBB
51914	0.227	0.219	0.064	0.77	0.216	6	BBB
63246	0.292	0.439	0.068	1.971	0.261	8	A
56324	0.617	0.766	0.126	4.442	0.483	9	AAA
67022	-0.125	-0.243	-0.013	1.14	0.421	9	BB
52128	0.003	-0.01	0.031	0.561	0.233	11	BB
72026	-0.47	-2.645	-0.11	0.037	0.05	6	CCC
65658	0.507	0.78	0.107	12.111	1.127	4	AAA
55857	0.233	0.286	0.059	0.721	0.187	1	BBB
78830	0.061	0.074	0.044	0.476	0.134	5	BB
39509	0.327	0.599	0.097	3.8	0.335	3	AAA
47916	0.094	0.152	0.046	1.064	0.269	3	A
84348	0.211	0.172	0.067	0.777	0.18	1	BB
35909	0.309	0.608	0.059	11.708	0.718	1	AAA
55119	-0.015	-1.515	0.028	0.054	0.052	1	CCC
52403	0.08	0.215	0.05	1.065	0.263	8	BBB
55540	0.021	-0.044	0.04	0.196	0.137	8	B
66648	0.076	0.268	0.038	2.352	0.34	1	A
76990	0.035	0.142	0.038	0.87	0.271	9	BB
72818	0.09	0.149	0.05	0.693	0.14	6	BB
81486	0.285	0.574	0.061	3.989	0.414	12	AAA
44907	0.063	0.157	0.045	1.229	0.269	1	BBB
74614	-0.103	-1.007	-0.017	0.063	0.076	11	CCC
81833	0.555	0.885	0.129	5.616	0.48	4	AAA
81025	0.212	0.236	0.062	0.878	0.173	11	BBB
46394	0.025	0.272	0.03	6.423	1.177	3	AAA
74062	0.452	0.587	0.091	4.618	0.618	6	AAA
43545	0.068	0.078	0.046	0.462	0.14	7	BB
80146	0.437	0.623	0.081	4.162	0.341	10	AAA
52202	0.065	0.104	0.048	0.44	0.158	11	BB
43118	0.394	0.698	0.081	4.12	0.289	7	AAA
54508	0.373	0.456	0.084	1.615	0.249	2	A
34101	0.108	0.29	0.06	1.723	0.338	1	A
73767	0.028	0.157	0.038	0.947	0.29	10	BB
39069	0.167	0.235	0.058	2.187	0.389	10	A
48259	0.289	0.369	0.074	0.868	0.156	8	BBB
75615	0.068	0.166	0.051	1.569	0.269	2	A
71955	0.005	0.242	0.034	1.51	0.615	10	BBB
83018	0.143	0.036	0.058	0.16	0.073	5	BB
81844	-0.701	-0.6	-0.202	1.109	0.345	11	B
60091	0.353	0.325	0.079	0.767	0.143	10	BBB
53974	0.017	0.075	0.035	0.946	0.163	9	BBB
72233	0.109	0.237	0.055	1.8	0.319	7	BBB
56191	0.195	0.328	0.066	1.598	0.29	9	BBB
72357	0.309	0.359	0.067	1.929	0.259	6	AA
57149	0.058	0.079	0.044	0.568	0.21	11	BBB
50948	-0.044	-1.781	-0.017	0.05	0.05	11	CCC
59770	0.098	0.209	0.049	1.398	0.242	2	BBB
68855	0.237	0.352	0.062	1.671	0.231	11	A
77936	0.106	0.172	0.051	0.927	0.139	4	BB
44788	0.068	0.247	0.04	1.494	0.31	12	A
60913	0.408	0.451	0.082	1.833	0.206	4	A
52701	0.065	0.202	0.042	2.108	0.316	11	A
68135	0.102	0.344	0.042	3.767	0.576	1	AA
69972	-0.044	0.109	0.023	1.5	0.351	3	A
57582	0.084	0.199	0.05	0.765	0.123	1	BBB
35121	-0.032	-0.05	0.024	0.406	0.144	9	B
47129	0.138	0.208	0.04	2.913	0.661	12	AA
65771	0.188	0.252	0.058	1.393	0.362	6	BBB
81488	0.062	0.173	0.04	2.412	0.362	4	A
70055	0.276	0.449	0.062	4.556	0.841	7	AAA
60687	0.36	0.574	0.071	3.946	0.608	1	AAA
45921	0.026	0.049	0.027	0.837	0.294	11	BBB
57977	0.161	0.572	0.054	2.049	0.829	11	AA
77122	-0.098	-0.215	0	0.738	0.234	2	B
42384	0.41	0.636	0.086	5.191	0.531	3	AAA
63728	0.148	0.26	0.057	0.971	0.265	4	BBB
77637	0.206	0.225	0.058	1.104	0.196	4	BBB
36942	0.271	0.429	0.064	2.254	0.279	12	A
77472	0.139	0.283	0.059	1.654	0.336	3	A
37671	0.265	0.399	0.067	1.651	0.291	7	A
50472	0.051	0.149	0.042	0.721	0.192	8	BB
63631	0.435	0.641	0.085	2.232	0.304	11	AA
72904	0.132	0.172	0.058	0.657	0.142	7	BB
54047	0.322	0.387	0.088	0.595	0.143	3	BBB
45611	-0.041	0.026	0.022	0.804	0.279	6	BB
74035	0.335	0.536	0.066	3.163	0.482	2	AA
44100	-0.01	0.018	0.029	0.56	0.131	7	BB
49425	0.755	1.608	0.175	68.918	1.644	8	AAA
79766	0.117	0.18	0.042	1.95	0.523	6	A
60995	0.018	-0.201	0.035	0.25	0.109	10	B
55837	0.187	0.656	0.054	16.546	1.024	1	AAA
44956	0.207	0.324	0.06	1.51	0.278	2	BBB
43899	0.38	0.454	0.081	1.707	0.271	12	A
43267	-0.01	0.047	0.028	1.015	0.165	12	BBB
74006	-0.038	-0.089	0.026	0.267	0.199	1	B
50677	0.081	0.251	0.051	1.256	0.247	1	BBB
66585	0.224	0.441	0.062	2.412	0.297	9	A
51225	-0.065	-0.065	0.022	0.337	0.175	11	B
80661	0.162	0.147	0.054	0.409	0.094	5	BB
76569	0.298	0.573	0.079	5.286	0.353	6	AAA
74845	0.42	0.5	0.086	1.822	0.31	5	A
44506	0.075	0.183	0.047	0.864	0.212	11	BBB
63444	0.286	0.329	0.069	1.12	0.203	6	BBB
43611	0.662	0.925	0.158	4.18	0.359	9	AAA
72229	0.269	0.508	0.069	3.05	0.349	1	AA
81405	0.047	0.335	0.041	4.245	0.824	12	AAA
73522	0.002	0.038	0.033	0.741	0.199	6	BB
46451	-0.011	0.107	0.035	0.884	0.304	12	BBB
34867	0.049	0.074	0.038	0.548	0.211	1	BB
58582	0.129	0.367	0.05	3.025	0.347	6	AA
44419	0.155	0.14	0.056	0.666	0.191	4	BB
38773	0.115	0.211	0.053	1.156	0.297	6	BBB
37124	0.324	0.587	0.078	5.038	0.712	4	AAA
44965	-0.045	0.06	0.028	1.292	0.284	3	BBB
84619	0.061	0.076	0.041	0.713	0.199	7	BBB
48019	0.282	0.202	0.071	0.655	0.173	1	BB
68051	0.193	0.279	0.066	1.086	0.217	11	BBB
48348	0.173	0.185	0.059	0.566	0.157	3	BBB
38150	0.006	0.104	0.034	1.002	0.26	11	BBB
81568	-0.184	-0.672	-0.017	0.428	0.205	10	CCC
63602	-0.003	0.147	0.036	0.752	0.328	3	BBB
46652	0.08	0.158	0.045	0.865	0.288	2	BB
72376	-0.076	-0.233	0.008	0.303	0.109	7	B
67086	-0.073	-0.23	0.015	0.386	0.149	9	B
82884	0.126	0.332	0.056	3.769	0.532	12	AAA
75056	0.047	0.205	0.042	2.099	0.438	1	A
49746	0.061	0.21	0.045	1.536	0.292	7	BBB
42418	-0.022	-0.422	0.03	0.107	0.083	2	B
57172	-0.08	-0.188	0.023	0.423	0.203	10	BB
65478	0.138	0.234	0.049	1.44	0.274	11	A
76400	0.141	0.32	0.056	1.64	0.248	5	BBB
41804	0.341	0.146	0.086	0.426	0.107	4	BB
39752	0.113	0.304	0.048	1.77	0.343	6	A
57209	0.023	0.103	0.039	0.65	0.176	10	BB
69961	0.051	0.15	0.043	0.754	0.167	9	BB
59099	0.085	0.13	0.046	0.42	0.148	10	BB
42904	-0.014	0.231	0.023	4.568	0.518	2	AAA
39705	0.158	0.204	0.061	0.894	0.206	9	BBB
43865	0.034	0.141	0.042	1.363	0.307	1	BBB
83024	0.113	0.111	0.051	0.463	0.139	5	BB
45001	-0.083	0.115	0.011	1.741	0.436	2	BBB
74390	-0.013	0.029	0.032	0.948	0.168	6	BBB
63820	0.476	0.944	0.088	23.553	0.989	4	AAA
43160	0.07	0.166	0.043	1.303	0.32	10	BBB
83734	-0.077	0.025	0.019	0.875	0.492	6	BB
78177	0.307	0.175	0.064	0.557	0.092	5	BBB
54947	0.307	0.317	0.079	1.058	0.342	9	BBB
49996	0.06	0.133	0.051	0.885	0.206	4	BB
48711	0.048	0.085	0.043	0.462	0.155	10	B
40758	0.35	0.467	0.077	2.15	0.403	2	A
71135	0.121	0.25	0.056	1.672	0.316	12	A
83385	0.072	0.202	0.048	1.123	0.252	5	BBB
47871	0.017	-0.034	0.037	0.295	0.125	3	BB
65815	0.016	0.288	0.038	1.801	0.443	12	A
73008	0.26	0.274	0.066	1.305	0.268	7	BBB
76707	0.037	0.151	0.045	1.337	0.353	3	BBB
33565	0.239	0.502	0.055	4.243	0.742	6	AAA
57501	-0.116	0.004	0.015	0.666	0.124	6	BBB
49027	0.162	0.213	0.054	1.077	0.27	11	BBB
69567	0.423	0.822	0.084	18.387	0.949	5	AAA
59748	-0.016	0.01	0.034	0.994	0.222	11	BB
67594	0.202	0.127	0.064	0.432	0.122	11	BBB
66829	0.044	-0.082	0.042	0.218	0.091	8	BB
43723	0.016	0.186	0.039	1.774	0.292	1	BBB
67388	0.127	0.319	0.048	3.322	0.465	5	AA
75336	0.335	0.325	0.075	0.863	0.27	8	BBB
41289	0.097	0.172	0.055	0.739	0.194	3	BBB
45424	0.022	0.184	0.037	1.518	0.235	11	A
49759	0.305	0.384	0.078	1.016	0.209	12	BBB
62859	0.014	-0.153	0.035	0.219	0.096	3	BB
44080	0.28	0.397	0.069	2.456	0.519	6	AA
50459	0.172	0.259	0.06	1.72	0.321	9	BBB
46171	0.275	0.358	0.07	1.143	0.252	8	A
83039	-0.034	-0.357	0.024	0.214	0.163	3	BB
53679	0.23	0.195	0.053	0.838	0.217	7	BBB
71817	0.098	0.135	0.037	0.593	0.135	4	BB
76166	0.257	0.261	0.073	0.945	0.276	7	BB
42493	0.002	0.111	0.039	0.911	0.273	2	BB
79409	0.123	0.42	0.055	2.606	0.379	4	AA
64382	0.158	0.182	0.063	0.339	0.111	3	BBB
82268	0.213	0.19	0.055	0.476	0.183	2	B
74582	0.465	0.835	0.098	7.13	0.767	7	AAA
36972	-0.026	0.189	0.03	1.383	0.388	2	BBB
64343	-0.035	0.023	0.029	0.698	0.177	6	BB
43377	0.081	0.184	0.044	0.853	0.242	6	BBB
60293	-0.084	-0.038	0.006	0.496	0.129	6	BB
62761	0.148	0.244	0.053	1.225	0.487	11	A
81884	0.163	0.309	0.054	1.713	0.308	8	A
79273	0.056	0.069	0.037	0.942	0.242	10	BB
41336	-0.066	0.07	0.028	0.545	0.195	9	B
49384	0.5	0.586	0.103	1.632	0.305	4	BBB
70799	0.003	0.066	0.03	0.5	0.136	10	BB
81658	0.192	0.595	0.067	4.13	0.395	1	AAA
45327	0.033	-0.071	0.035	0.307	0.117	7	BB
34577	0.246	0.456	0.057	6.648	0.624	5	AAA
36536	-0.091	-0.198	0.02	0.418	0.139	5	B
33407	-0.196	-0.602	0.008	0.148	0.093	8	CCC
65046	0.013	0.042	0.029	0.543	0.191	1	B
42905	0.2	0.348	0.056	2.577	0.358	10	AA
56602	0.139	0.483	0.054	6.529	0.539	1	AAA
66778	0.105	0.195	0.043	2.393	0.307	11	AA
55455	0.053	0.161	0.039	1.621	0.271	2	A
77158	0.018	0.043	0.043	0.593	0.155	9	BB
76065	0.548	0.614	0.109	1.692	0.287	11	AA
66275	0.676	0.709	0.156	0.489	0.086	3	BBB
45415	0.061	0.132	0.048	0.724	0.184	1	BB
76319	0.135	0.208	0.054	0.908	0.187	9	BBB
81746	0.478	0.944	0.12	20.407	0.97	4	AAA
80169	0.455	0.477	0.09	0.675	0.181	9	BBB
35242	0.369	0.462	0.079	2.274	0.363	8	AA
41547	0.142	0.134	0.047	0.415	0.123	1	BB
42184	0.309	0.474	0.077	2.338	0.325	3	AA
71809	0.078	0.276	0.052	3.021	0.341	2	AA
36845	0.292	0.688	0.084	12.952	0.989	1	AAA
80579	0.028	0.219	0.036	1.128	0.353	6	BBB
61234	0.098	0.086	0.044	0.447	0.178	9	BB
58629	0.106	0.172	0.05	1.322	0.208	6	A
69460	0.059	0.097	0.046	0.487	0.106	1	BB
61279	0.189	0.262	0.062	1.453	0.257	7	A
34756	0.131	0.255	0.052	1.072	0.211	2	BBB
63700	0.153	0.064	0.052	0.47	0.114	12	BB
71209	0.231	0.452	0.07	2.308	0.266	3	AA
78334	0.266	0.505	0.069	2.593	0.543	3	AA
54594	-0.071	-0.567	0.006	0.075	0.088	11	CCC
77779	0.357	0.345	0.075	1.27	0.523	5	BBB
40005	0.174	0.386	0.059	4.611	0.411	4	AAA
58868	0.455	0.649	0.095	4.715	0.4	12	AAA
51087	0.442	0.56	0.092	0.951	0.135	10	BBB
45842	0.079	0.218	0.053	0.858	0.251	4	BBB
75189	0.026	0.244	0.036	1.321	0.318	9	BBB
74541	0.071	0.133	0.048	0.623	0.166	5	BB
47464	0.08	0.213	0.054	1.909	0.352	3	A
34091	0.026	0.118	0.036	1.06	0.284	1	BBB
45787	0.073	0.217	0.045	1.974	0.357	12	A
40199	0.052	-0.254	0.036	0.105	0.07	2	CCC
40248	0.226	0.387	0.065	1.74	0.337	10	A
66318	-0.006	0.072	0.036	0.529	0.113	1	BB
60515	0.304	0.428	0.07	2.259	0.374	10	A
45341	0.173	0.316	0.045	2.341	0.784	7	AA
54013	0.069	0.051	0.046	0.572	0.176	12	BB
50481	0.142	0.189	0.047	1.126	0.153	4	BBB
66483	0.045	-0.025	0.038	0.483	0.128	6	BB
73180	0.295	0.627	0.063	6.17	0.535	9	AAA
50241	0.068	0.196	0.048	1.459	0.285	8	BBB
62200	0.334	0.487	0.075	2.813	0.39	5	AA
78182	0.323	0.513	0.074	3.602	0.669	9	AAA
34438	-0.049	-0.482	0.029	0.213	0.108	5	CCC
67577	-0.086	0.096	0.017	1.589	0.153	9	BBB
43303	-0.007	0.164	0.031	1.341	0.28	12	BBB
55841	0.149	0.321	0.055	2.33	0.362	4	A
39501	-0.002	0.027	0.034	0.502	0.236	8	BB
67484	0.076	0.24	0.049	1.549	0.311	6	A
70077	0.091	0.252	0.053	1.883	0.306	11	A
70512	0.327	0.504	0.074	1.867	0.244	7	A
52004	0.014	-0.036	0.029	0.488	0.151	3	BB
41045	0.16	0.596	0.05	8.637	0.947	10	AAA
60031	0.216	0.401	0.059	3.382	0.58	7	AAA
43610	0.457	0.569	0.08	2.361	0.25	11	AA
42635	0.087	0.492	0.05	6.829	1.017	3	AAA
41385	0.164	0.183	0.058	0.806	0.114	9	BB
39024	-0.04	-0.285	0.024	0.224	0.123	10	CCC
59029	0.1	0.282	0.052	1.418	0.381	4	BBB
32847	0.003	0.069	0.035	0.537	0.21	2	BB
51295	0.049	0.184	0.046	1.105	0.305	5	BBB
45149	0.028	0.118	0.038	1.057	0.27	2	BB
54435	-0.14	-0.709	0.018	0.129	0.113	5	CCC
64627	0.312	0.427	0.069	2.336	0.41	6	AA
78197	0.414	0.491	0.094	1.126	0.208	11	A
77431	0.095	0.099	0.052	0.332	0.103	3	BBB
63793	0.329	0.412	0.075	3.244	0.515	3	AAA
62144	0.004	0.017	0.034	0.542	0.239	7	BB
80754	0.096	0.178	0.05	0.718	0.2	5	BB
55634	-0.167	-1.609	-0.002	0.071	0.075	12	CCC
35709	0.1	0.141	0.052	0.244	0.105	6	BB
68335	0.026	0.087	0.036	1.087	0.25	9	BB
44938	0.186	0.382	0.068	1.489	0.267	11	A
43981	-0.059	-0.31	0.025	0.687	0.343	9	B
83511	0.23	0.618	0.073	5.711	0.335	11	AAA
53147	-0.071	-0.328	0.026	0.144	0.091	6	B
46031	0.174	0.228	0.057	1.39	0.247	10	BBB
74464	-0.06	0.046	0.013	1.241	0.188	12	BB
42448	0.14	0.123	0.048	0.425	0.235	2	BB
46192	0.088	0.285	0.044	1.161	0.291	12	BBB
69700	0.145	0.315	0.059	1.498	0.214	7	A
44725	0.337	0.6	0.075	2.997	0.455	6	AAA
43133	-0.042	-0.016	0.02	0.826	0.206	6	BBB
74189	0.204	0.32	0.066	0.924	0.182	9	BBB
61857	0.308	0.517	0.072	4.478	0.576	6	AAA
71764	0.056	0.202	0.04	1.245	0.269	7	BBB
66093	0.2	0.406	0.063	2.179	0.354	6	AA
40142	0.222	0.321	0.073	0.613	0.174	8	BB
35922	0.071	0.177	0.044	1.85	0.363	8	BBB
45076	0.005	0.197	0.028	2.299	0.546	6	AA
76186	0.232	0.282	0.061	1.271	0.204	11	BBB
46030	-0.055	-0.195	0.016	0.55	0.388	4	B
65280	0.042	0.07	0.047	0.566	0.168	1	BB
78695	-0.031	0.267	0.026	6.332	0.95	11	AAA
44242	0.109	0.09	0.049	0.621	0.196	10	BB
65931	0.215	0.247	0.075	0.868	0.135	3	BBB
43800	0.405	0.321	0.09	0.635	0.146	8	BB
59185	-0.003	-0.087	0.03	0.186	0.119	6	BB
66699	0.317	0.38	0.068	1.478	0.395	12	A
80496	0.411	0.568	0.086	2.458	0.258	7	AA
76978	-0.008	0.047	0.031	0.988	0.234	5	BBB
62862	0.388	0.418	0.082	1.098	0.17	1	A
55753	0.445	0.475	0.101	1.312	0.149	9	A
84147	0.016	0.145	0.037	0.769	0.218	12	BBB
58611	0.264	0.576	0.067	5.454	0.59	8	AAA
77988	0.229	0.194	0.064	0.449	0.117	7	BB
43374	0.047	0.024	0.039	0.392	0.177	3	BB
57617	0.094	0.357	0.049	1.374	0.304	3	A
72086	0.343	0.363	0.077	1.292	0.228	10	A
44246	0.22	0.342	0.068	1.107	0.19	1	BBB
51288	-0.017	0.196	0.031	1.3	0.241	7	BBB
78969	0.102	0.144	0.06	0.461	0.141	6	BB
35373	0.223	0.084	0.067	0.231	0.095	12	BB
78671	0.213	0.282	0.062	1.24	0.221	10	BBB
34011	0.099	0.122	0.052	0.521	0.113	9	BB
68284	-0.104	-0.248	0.016	0.392	0.124	6	BB
44836	0.168	0.363	0.065	1.679	0.338	5	A
43282	0.422	0.45	0.094	2.72	0.406	4	AA
61418	0.023	0.147	0.043	0.906	0.199	7	BBB
56358	0.226	0.407	0.058	2.182	0.438	2	A
81142	0.147	0.225	0.057	1.081	0.275	10	BB
55139	0.027	0.127	0.03	1.264	0.216	11	BBB
84962	-0.012	-0.004	0.031	0.519	0.102	1	BB
46562	0.21	0.284	0.061	1.198	0.263	6	BBB
35021	-0.452	-0.885	-0.073	0.323	0.134	9	CCC
58812	0.144	0.323	0.06	1.371	0.29	1	BBB
53680	-0.035	-0.065	0.028	0.27	0.109	1	B
79732	0.172	0.35	0.053	3.287	0.362	6	AAA
62183	0.068	0.231	0.055	1.093	0.241	12	BBB
57222	0.181	0.324	0.056	1.791	0.287	3	A
68541	0.149	0.181	0.055	0.887	0.171	5	BBB
60246	-0.039	0.056	0.024	0.54	0.102	3	BB
37363	0.242	0.479	0.06	3.179	0.323	10	AA
57691	0.244	0.452	0.055	3.125	0.667	3	AAA
65399	0.274	0.377	0.062	1.374	0.326	11	A
62539	0.261	0.361	0.07	1.563	0.241	2	A
41578	0.078	0.114	0.051	0.617	0.159	10	BB
52000	0.215	0.594	0.06	4.954	0.329	6	AAA
65369	0.146	0.36	0.054	0.939	0.141	1	BBB
37131	0.051	0.166	0.04	1.339	0.243	1	BBB
60945	0.279	0.191	0.071	0.516	0.112	8	BBB
52135	-0.028	0.089	0.028	0.887	0.215	3	BB
72940	0.387	0.368	0.083	0.499	0.116	5	BB
49480	0.529	0.72	0.106	10.57	0.682	10	AAA
69653	0.003	0.084	0.036	1.02	0.25	6	BBB
65889	-0.048	-0.588	0.026	0.096	0.1	3	CCC
70814	-0.032	0.045	0.025	1.655	0.418	2	BBB
50816	0.053	0.106	0.042	0.628	0.239	12	BB
40467	0.432	0.521	0.082	1.484	0.205	3	A
68531	0.383	0.064	0.078	0.056	0.038	5	BB
58291	0.171	0.26	0.063	1.131	0.267	3	A
66094	-0.001	0.097	0.037	0.315	0.104	4	BB
52481	0.178	0.185	0.054	0.889	0.215	4	BBB
47578	0.265	0.226	0.072	0.709	0.194	4	BBB
79902	0.005	0.064	0.038	0.544	0.159	10	BB
47292	-0.023	0.107	0.037	1.092	0.262	3	BBB
62723	0.019	0.059	0.03	1.497	0.332	8	BBB
69761	0.11	0.156	0.055	0.68	0.177	1	BBB
50027	-0.054	-0.201	0.018	0.418	0.194	12	BB
35934	0.395	0.536	0.089	2.596	0.322	12	AA
59250	0.057	0.176	0.041	0.847	0.324	12	BBB
66855	0.254	0.263	0.067	0.641	0.082	5	BBB
65313	0.102	0.187	0.051	0.781	0.129	12	BB
63558	-0.005	-0.085	0.032	0.319	0.13	1	BB
57551	0.159	0.247	0.052	1.559	0.241	4	BBB
49079	0.011	0.122	0.031	0.7	0.216	4	BB
59139	0.093	0.063	0.044	0.486	0.18	2	BB
79911	-0.019	-0.143	0.031	0.181	0.112	11	B
47762	0.283	0.36	0.068	2.128	0.3	1	A
34787	0.004	-0.223	0.039	0.05	0.056	5	B
58590	0.057	0.086	0.037	0.641	0.251	1	BB
77995	0.29	0.397	0.073	1.102	0.181	4	BBB
50851	-0.239	-0.741	-0.044	0.169	0.129	5	CCC
41233	-0.018	0.172	0.034	1.47	0.155	10	BBB
64319	0.201	0.154	0.071	0.528	0.105	8	BB
38260	0.352	0.625	0.085	5.653	0.542	11	AAA
65471	0.122	0.259	0.047	1.729	0.24	4	BBB
79304	0.017	0.066	0.034	1.096	0.25	6	BBB
44604	0.397	0.663	0.072	17.491	1.102	5	AAA
45176	-0.005	0.061	0.032	0.817	0.161	6	BBB
78746	0.15	0.386	0.054	3.348	0.476	4	AAA
67716	0.25	0.396	0.065	1.219	0.307	11	BBB
80889	0.064	0.164	0.05	1.676	0.278	4	BBB
46325	0.207	0.158	0.065	0.739	0.148	5	BBB
56121	0.062	0.225	0.048	2.245	0.48	5	A
82754	0.172	0.213	0.061	0.715	0.159	5	BB
35846	0.332	0.626	0.081	4.303	0.541	6	AAA
48563	0.4	0.262	0.088	0.917	0.177	10	BBB
54418	0.113	0.075	0.057	0.356	0.096	2	B
63637	0.446	0.644	0.082	4.92	0.716	6	AAA
83939	0.024	-0.095	0.039	0.286	0.093	6	B
75187	0.08	0.272	0.044	2.169	0.457	6	A
79127	0.209	0.265	0.061	1.081	0.237	11	BBB
84421	0.041	0.129	0.041	0.735	0.216	3	BBB
65199	0.061	0.282	0.051	1.88	0.284	11	A
34843	0.24	0.26	0.058	0.895	0.201	3	BBB
68212	0.052	0.113	0.04	0.698	0.178	12	BB
75621	0.2	0.397	0.076	2.203	0.243	7	A
41835	0.289	0.368	0.067	2.79	0.418	12	AA
71974	-0.037	-0.128	0.015	0.647	0.166	4	BB
61797	0.265	0.242	0.064	0.941	0.22	12	BBB
34050	0.221	0.377	0.061	1.327	0.329	6	A
34311	-0.023	0.076	0.021	0.832	0.319	3	BBB
36148	0.067	0.095	0.046	0.447	0.132	1	B
53264	0.134	0.101	0.057	1.569	0.334	2	BBB
82676	-0.009	0.025	0.037	0.607	0.161	9	BB
62501	0.436	0.358	0.102	0.587	0.099	8	BBB
53440	0.02	0.133	0.046	0.638	0.219	3	BBB
46022	0.171	0.209	0.059	0.811	0.274	6	BBB
33556	-0.006	0.131	0.029	1.678	0.306	8	BBB
76550	0.065	0.049	0.044	0.541	0.122	11	BB
55159	0.144	0.238	0.056	1.447	0.318	10	BBB
66386	0.162	0.375	0.054	3.874	0.482	2	AA
68820	0.049	0.094	0.036	0.623	0.269	4	BB
67400	0.498	0.757	0.115	7.481	0.797	7	AAA
50517	0.333	0.427	0.074	1.154	0.22	10	BBB
47151	0.102	0.23	0.06	1.079	0.213	6	BBB
60418	0.039	0.097	0.034	1.098	0.303	8	BBB
67651	0.233	0.21	0.063	0.68	0.181	5	BBB
78198	0.273	0.231	0.067	0.591	0.147	9	BBB
63563	0.396	0.487	0.075	3.602	0.507	6	AAA
57345	0.098	0.141	0.05	0.72	0.124	9	BB
34638	0.304	0.555	0.077	2.582	0.366	3	AA
72112	0.55	0.684	0.11	7.282	0.565	3	AAA
70212	0.016	-0.008	0.039	0.462	0.126	6	BB
73876	0.13	0.175	0.045	1.334	0.287	4	BBB
59269	0.095	0.286	0.047	2.448	0.427	12	A
